query_id,domain,question_type,run,faithfulness,answer_relevancy,context_recall,context_precision
SUP_QA_0026,Superalloys,single,1,0.9138,0.9896,0.995,0.8797
SUP_QA_0027,Superalloys,multi,1,0.6382,0.6487,0.8933,0.6517
SUP_QA_0028,Superalloys,multi,1,0.9285,0.974,0.9663,0.8642
SUP_QA_0029,Superalloys,single,1,0.8109,0.7087,0.9714,0.8062
SUP_QA_0030,Superalloys,multi,1,0.7237,0.6341,0.737,0.7116
SUP_QA_0031,Superalloys,single,1,0.9256,0.9618,0.995,0.9643
SUP_QA_0032,Superalloys,single,1,0.8012,0.7045,0.9146,0.8782
SUP_QA_0033,Superalloys,single,1,0.7698,0.7057,0.8488,0.7759
SUP_QA_0034,Superalloys,multi,1,0.9495,0.9539,0.8113,0.8939
SUP_QA_0035,Superalloys,single,1,0.9357,0.9244,0.995,0.8905
SUP_QA_0036,Superalloys,single,1,0.9429,0.9896,0.9529,0.9643
SUP_QA_0037,Superalloys,single,1,0.9568,0.9732,0.9708,0.906
SUP_QA_0038,Superalloys,single,1,0.9124,0.9608,0.9793,0.8968
SUP_QA_0039,Superalloys,single,1,0.9391,0.7118,0.7973,0.8429
SUP_QA_0040,Superalloys,multi,1,0.9735,0.9499,0.8539,0.9048
SUP_QA_0041,Superalloys,single,1,0.9472,0.9896,0.9778,0.8909
SUP_QA_0042,Superalloys,single,1,0.8762,0.9445,0.9706,0.9195
SUP_QA_0043,Superalloys,single,1,0.7722,0.7449,0.8547,0.7741
SUP_QA_0044,Superalloys,multi,1,0.9342,0.7479,0.8632,0.8458
SUP_QA_0045,Superalloys,single,1,0.7265,0.7094,0.7525,0.7895
SUP_QA_0046,Superalloys,single,1,0.6116,0.5286,0.6107,0.6213
SUP_QA_0047,Superalloys,multi,1,0.9455,0.7666,0.9381,0.8605
SUP_QA_0048,Superalloys,single,1,0.9691,0.905,0.995,0.889
SUP_QA_0049,Superalloys,multi,1,0.8027,0.8113,0.9241,0.8194
SUP_QA_0050,Superalloys,single,1,0.9314,0.8949,0.9487,0.8561
SUP_QA_0051,Superalloys,single,1,0.8956,0.9879,0.9434,0.8821
SUP_QA_0052,Superalloys,single,1,0.7733,0.7531,0.7449,0.8533
SUP_QA_0053,Superalloys,single,1,0.9286,0.7437,0.9077,0.8819
SUP_QA_0054,Superalloys,multi,1,0.9129,0.862,0.9504,0.9026
SUP_QA_0055,Superalloys,single,1,0.756,0.7679,0.7748,0.8084
SUP_QA_0056,Superalloys,single,1,0.8177,0.7872,0.8816,0.7394
SUP_QA_0057,Superalloys,single,1,0.7829,0.8241,0.8403,0.8898
SUP_QA_0058,Superalloys,single,1,0.7802,0.8539,0.8672,0.8629
SUP_QA_0059,Superalloys,single,1,0.9347,0.8968,0.9734,0.8762
SUP_QA_0060,Superalloys,single,1,0.6711,0.5758,0.7646,0.6939
SUP_QA_0061,Superalloys,single,1,0.7625,0.8066,0.9165,0.8078
SUP_QA_0062,Superalloys,multi,1,0.6409,0.4287,0.5842,0.603
SUP_QA_0063,Superalloys,single,1,0.9387,0.9703,0.9632,0.8752
SUP_QA_0064,Superalloys,multi,1,0.9108,0.9541,0.9763,0.9243
SUP_QA_0065,Superalloys,single,1,0.9611,0.9658,0.995,0.8719
SUP_QA_0066,Superalloys,single,1,0.9295,0.8955,0.9577,0.8857
SUP_QA_0067,Superalloys,multi,1,0.9212,0.6399,0.8398,0.8338
SUP_QA_0068,Superalloys,single,1,0.9194,0.9502,0.9005,0.9643
SUP_QA_0069,Superalloys,single,1,0.8203,0.8614,0.8905,0.8199
SUP_QA_0070,Superalloys,multi,1,0.7023,0.6246,0.8106,0.8555
SUP_QA_0071,Superalloys,single,1,0.8121,0.7802,0.7806,0.85
SUP_QA_0072,Superalloys,multi,1,0.9116,0.7747,0.8941,0.8271
SUP_QA_0073,Superalloys,multi,1,0.5685,0.5047,0.6038,0.5651
SUP_QA_0074,Superalloys,multi,1,0.9461,0.9122,0.9245,0.8624
SUP_QA_0075,Superalloys,single,1,0.886,0.8814,0.9477,0.8965
SUP_QA_0076,Superalloys,single,1,0.8568,0.8129,0.9234,0.8256
SUP_QA_0077,Superalloys,multi,1,0.9836,0.9486,0.9539,0.8608
SUP_QA_0078,Superalloys,single,1,0.5361,0.4574,0.5596,0.465
SUP_QA_0079,Superalloys,single,1,0.933,0.8958,0.995,0.8626
SUP_QA_0080,Superalloys,multi,1,0.9116,0.95,0.9443,0.9017
SUP_QA_0081,Superalloys,multi,1,0.728,0.6736,0.7643,0.749
SUP_QA_0082,Superalloys,multi,1,0.9398,0.9896,0.9853,0.8742
SUP_QA_0083,Superalloys,single,1,0.6587,0.5481,0.7086,0.4289
SUP_QA_0084,Superalloys,single,1,0.9663,0.9506,0.9437,0.8632
SUP_QA_0085,Superalloys,single,1,0.909,0.9418,0.9371,0.8746
SUP_QA_0086,Superalloys,single,1,0.9836,0.9546,0.9594,0.9007
SUP_QA_0087,Superalloys,multi,1,0.939,0.9843,0.9426,0.9021
SUP_QA_0088,Superalloys,single,1,0.7895,0.7835,0.8677,0.8197
SUP_QA_0089,Superalloys,single,1,0.9489,0.8092,0.9496,0.9014
SUP_QA_0090,Superalloys,single,1,0.6983,0.7499,0.9238,0.8391
SUP_QA_0091,Superalloys,multi,1,0.8989,0.7155,0.8357,0.8034
SUP_QA_0092,Superalloys,single,1,0.6436,0.3658,0.5831,0.6315
SUP_QA_0093,Superalloys,multi,1,0.941,0.8742,0.9382,0.8961
SUP_QA_0094,Superalloys,multi,1,0.9179,0.9705,0.9497,0.8742
SUP_QA_0095,Superalloys,multi,1,0.8884,0.7207,0.7897,0.8319
SUP_QA_0096,Superalloys,single,1,0.9451,0.9638,0.9752,0.919
SUP_QA_0097,Superalloys,multi,1,0.7886,0.6897,0.8044,0.8532
SUP_QA_0098,Superalloys,single,1,0.5527,0.4579,0.5816,0.5412
SUP_QA_0099,Superalloys,single,1,0.964,0.9722,0.9391,0.9034
SUP_QA_0100,Superalloys,multi,1,0.5147,0.4588,0.6656,0.7393
SUP_QA_0101,Superalloys,single,1,0.8421,0.7956,0.9718,0.7855
SUP_QA_0102,Superalloys,multi,1,0.9472,0.859,0.8902,0.8145
SUP_QA_0103,Superalloys,multi,1,0.924,0.9288,0.9382,0.883
SUP_QA_0104,Superalloys,single,1,0.7025,0.6885,0.898,0.7619
SUP_QA_0105,Superalloys,single,1,0.9836,0.9896,0.995,0.8918
SUP_QA_0106,Superalloys,single,1,0.8549,0.7302,0.805,0.868
SUP_QA_0107,Superalloys,single,1,0.8134,0.728,0.9532,0.732
SUP_QA_0108,Superalloys,single,1,0.8929,0.8549,0.9327,0.8757
SUP_QA_0109,Superalloys,single,1,0.8622,0.8901,0.7883,0.8208
SUP_QA_0110,Superalloys,single,1,0.9336,0.9869,0.9562,0.8934
SUP_QA_0111,Superalloys,single,1,0.9175,0.8822,0.8609,0.8415
SUP_QA_0112,Superalloys,multi,1,0.9427,0.9082,0.9161,0.8308
SUP_QA_0113,Superalloys,single,1,0.7424,0.8071,0.7851,0.8834
SUP_QA_0114,Superalloys,single,1,0.5217,0.4352,0.5331,0.5003
SUP_QA_0115,Superalloys,multi,1,0.8405,0.8603,0.9031,0.8662
SUP_QA_0116,Superalloys,multi,1,0.9103,0.8259,0.8865,0.8533
SUP_QA_0117,Superalloys,multi,1,0.8319,0.9346,0.9325,0.8894
SUP_QA_0118,Superalloys,single,1,0.8358,0.7731,0.8498,0.8742
SUP_QA_0119,Superalloys,single,1,0.9119,0.9571,0.9687,0.8966
SUP_QA_0120,Superalloys,single,1,0.6643,0.5781,0.8368,0.7745
SUP_QA_0121,Superalloys,single,1,0.6131,0.7066,0.73,0.5458
SUP_QA_0122,Superalloys,single,1,0.9199,0.9266,0.991,0.9027
SUP_QA_0123,Superalloys,single,1,0.9589,0.9896,0.9474,0.8909
SUP_QA_0124,Superalloys,single,1,0.5155,0.5835,0.6458,0.7063
SUP_QA_0125,Superalloys,multi,1,0.7796,0.889,0.7668,0.7937
SUP_QA_0126,Superalloys,multi,1,0.6794,0.597,0.6607,0.6479
SUP_QA_0127,Superalloys,single,1,0.9515,0.954,0.9588,0.8897
SUP_QA_0128,Superalloys,multi,1,0.8842,0.8751,0.9323,0.8668
SUP_QA_0129,Superalloys,multi,1,0.5998,0.6954,0.8459,0.7383
SUP_QA_0130,Superalloys,multi,1,0.9585,0.9296,0.9063,0.8466
SUP_QA_0131,Superalloys,single,1,0.9551,0.8483,0.9688,0.8426
SUP_QA_0132,Superalloys,multi,1,0.9827,0.9399,0.9645,0.845
SEM_QA_0001,Semiconductors,single,1,0.6957,0.8429,0.8177,0.7782
SEM_QA_0002,Semiconductors,single,1,0.9424,0.8755,0.8213,0.8294
SEM_QA_0003,Semiconductors,single,1,0.7133,0.7786,0.7242,0.8024
SEM_QA_0004,Semiconductors,single,1,0.9547,0.9896,0.9416,0.9643
SEM_QA_0005,Semiconductors,multi,1,0.8751,0.7448,0.8629,0.7984
SEM_QA_0006,Semiconductors,multi,1,0.6763,0.7598,0.8181,0.7579
SEM_QA_0007,Semiconductors,single,1,0.7591,0.8522,0.8165,0.7496
SEM_QA_0008,Semiconductors,single,1,0.7815,0.8387,0.8637,0.7025
SEM_QA_0009,Semiconductors,single,1,0.9836,0.942,0.9412,0.8558
SEM_QA_0010,Semiconductors,single,1,0.7608,0.6631,0.6523,0.5953
SEM_QA_0011,Semiconductors,single,1,0.4712,0.2987,0.4606,0.4198
SEM_QA_0012,Semiconductors,single,1,0.9836,0.8562,0.7849,0.83
SEM_QA_0013,Semiconductors,multi,1,0.9189,0.9558,0.9612,0.8706
SEM_QA_0014,Semiconductors,single,1,0.923,0.9305,0.9208,0.8827
SEM_QA_0015,Semiconductors,multi,1,0.9406,0.9711,0.9623,0.9622
SEM_QA_0016,Semiconductors,single,1,0.7236,0.5902,0.6211,0.6423
SEM_QA_0017,Semiconductors,single,1,0.8662,0.9123,0.9406,0.822
SEM_QA_0018,Semiconductors,multi,1,0.8555,0.7826,0.8358,0.8866
SEM_QA_0019,Semiconductors,single,1,0.964,0.9233,0.9742,0.8803
SEM_QA_0020,Semiconductors,single,1,0.7851,0.8665,0.912,0.8034
SEM_QA_0021,Semiconductors,single,1,0.8733,0.8677,0.9806,0.8817
SEM_QA_0022,Semiconductors,single,1,0.9542,0.9763,0.995,0.9222
SEM_QA_0023,Semiconductors,single,1,0.7016,0.6994,0.7683,0.7909
SEM_QA_0024,Semiconductors,multi,1,0.6787,0.4899,0.5119,0.5913
SEM_QA_0025,Semiconductors,single,1,0.8923,0.8202,0.964,0.8712
SEM_QA_0026,Semiconductors,single,1,0.8772,0.9037,0.8941,0.9318
SEM_QA_0027,Semiconductors,single,1,0.9643,0.9142,0.9923,0.8803
SEM_QA_0028,Semiconductors,multi,1,0.9303,0.9419,0.9105,0.8704
SEM_QA_0029,Semiconductors,single,1,0.8877,0.8209,0.995,0.8264
SEM_QA_0030,Semiconductors,single,1,0.7024,0.6554,0.7592,0.7319
SEM_QA_0031,Semiconductors,multi,1,0.9364,0.9569,0.9533,0.8737
SEM_QA_0032,Semiconductors,single,1,0.8968,0.8156,0.9106,0.8055
SEM_QA_0033,Semiconductors,multi,1,0.6737,0.655,0.6788,0.6509
SEM_QA_0034,Semiconductors,multi,1,0.7641,0.7921,0.6712,0.7079
SEM_QA_0035,Semiconductors,single,1,0.9336,0.9674,0.9415,0.8667
SEM_QA_0036,Semiconductors,single,1,0.9613,0.9561,0.995,0.9109
SEM_QA_0037,Semiconductors,multi,1,0.8846,0.95,0.9226,0.8413
SEM_QA_0038,Semiconductors,single,1,0.6334,0.434,0.5887,0.6512
SEM_QA_0039,Semiconductors,multi,1,0.6226,0.6547,0.7846,0.6321
SEM_QA_0040,Semiconductors,multi,1,0.8025,0.8313,0.8869,0.7959
SEM_QA_0041,Semiconductors,single,1,0.8505,0.8051,0.9782,0.9382
SEM_QA_0042,Semiconductors,multi,1,0.9836,0.9409,0.9121,0.8724
SEM_QA_0043,Semiconductors,multi,1,0.7375,0.7608,0.7082,0.7323
SEM_QA_0044,Semiconductors,multi,1,0.6021,0.6606,0.6773,0.7023
SEM_QA_0045,Semiconductors,single,1,0.8527,0.8428,0.925,0.8811
SEM_QA_0046,Semiconductors,single,1,0.7325,0.7869,0.8169,0.7768
SEM_QA_0047,Semiconductors,single,1,0.9836,0.9896,0.9434,0.8668
SEM_QA_0048,Semiconductors,multi,1,0.7872,0.8279,0.7965,0.8099
SEM_QA_0049,Semiconductors,multi,1,0.5348,0.4903,0.5097,0.5908
SEM_QA_0050,Semiconductors,single,1,0.7245,0.8431,0.77,0.682
SEM_QA_0051,Semiconductors,single,1,0.9257,0.8842,0.9393,0.8992
SEM_QA_0052,Semiconductors,single,1,0.9076,0.9879,0.9784,0.9569
SEM_QA_0053,Semiconductors,single,1,0.6043,0.7104,0.6707,0.7659
SEM_QA_0054,Semiconductors,single,1,0.6907,0.535,0.7182,0.6377
SEM_QA_0055,Semiconductors,multi,1,0.5348,0.4305,0.5324,0.5172
SEM_QA_0056,Semiconductors,multi,1,0.8817,0.8983,0.9074,0.8522
SEM_QA_0057,Semiconductors,multi,1,0.8021,0.6629,0.7947,0.7301
SEM_QA_0058,Semiconductors,multi,1,0.9227,0.9601,0.8959,0.8529
SEM_QA_0059,Semiconductors,single,1,0.6677,0.6346,0.7265,0.6916
SEM_QA_0060,Semiconductors,single,1,0.8169,0.6075,0.7882,0.7552
SEM_QA_0061,Semiconductors,single,1,0.8532,0.9596,0.9654,0.874
SEM_QA_0062,Semiconductors,single,1,0.9225,0.9896,0.9185,0.9029
SEM_QA_0063,Semiconductors,multi,1,0.8158,0.9092,0.9546,0.8652
SEM_QA_0064,Semiconductors,multi,1,0.651,0.826,0.7582,0.668
SEM_QA_0065,Semiconductors,single,1,0.6783,0.6216,0.826,0.7986
SEM_QA_0066,Semiconductors,multi,1,0.8134,0.8995,0.9318,0.8366
SEM_QA_0067,Semiconductors,single,1,0.9361,0.9326,0.9594,0.8836
SEM_QA_0068,Semiconductors,multi,1,0.9288,0.9456,0.9229,0.8926
SEM_QA_0069,Semiconductors,multi,1,0.9459,0.7855,0.8411,0.8218
SEM_QA_0070,Semiconductors,single,1,0.9163,0.9665,0.962,0.8927
SEM_QA_0071,Semiconductors,single,1,0.8895,0.9096,0.8543,0.8842
SEM_QA_0072,Semiconductors,single,1,0.8779,0.9282,0.8922,0.8062
SEM_QA_0073,Semiconductors,single,1,0.9201,0.9705,0.9225,0.9023
SEM_QA_0074,Semiconductors,single,1,0.8932,0.9632,0.9538,0.794
SEM_QA_0075,Semiconductors,single,1,0.827,0.8442,0.8185,0.8832
SEM_QA_0076,Semiconductors,multi,1,0.6847,0.7226,0.761,0.6871
SEM_QA_0077,Semiconductors,single,1,0.8598,0.8358,0.8258,0.8542
SEM_QA_0078,Semiconductors,single,1,0.9226,0.9235,0.995,0.8809
SEM_QA_0079,Semiconductors,multi,1,0.9063,0.91,0.9179,0.8192
SEM_QA_0080,Semiconductors,single,1,0.893,0.7733,0.995,0.776
SEM_QA_0081,Semiconductors,single,1,0.9173,0.8488,0.9767,0.8987
SEM_QA_0082,Semiconductors,single,1,0.9195,0.913,0.9867,0.9027
SEM_QA_0083,Semiconductors,single,1,0.641,0.5984,0.4957,0.5552
SEM_QA_0084,Semiconductors,multi,1,0.7216,0.7493,0.991,0.8118
SEM_QA_0085,Semiconductors,single,1,0.9271,0.9593,0.9761,0.9027
SEM_QA_0086,Semiconductors,multi,1,0.6619,0.761,0.8271,0.6896
SEM_QA_0087,Semiconductors,multi,1,0.8146,0.9207,0.8048,0.8818
SEM_QA_0088,Semiconductors,single,1,0.7804,0.9165,0.9602,0.8444
SEM_QA_0089,Semiconductors,single,1,0.8639,0.8393,0.8591,0.8325
SEM_QA_0090,Semiconductors,single,1,0.8839,0.9732,0.9528,0.8935
SEM_QA_0091,Semiconductors,single,1,0.6706,0.5419,0.5752,0.6546
SEM_QA_0092,Semiconductors,single,1,0.8318,0.755,0.8392,0.8404
SEM_QA_0093,Semiconductors,single,1,0.9548,0.9442,0.9477,0.9643
SEM_QA_0094,Semiconductors,single,1,0.9836,0.937,0.995,0.9106
SEM_QA_0095,Semiconductors,multi,1,0.6125,0.6604,0.5076,0.7978
SEM_QA_0096,Semiconductors,multi,1,0.9371,0.9896,0.9438,0.8911
SEM_QA_0097,Semiconductors,single,1,0.9574,0.98,0.995,0.9188
SEM_QA_0098,Semiconductors,single,1,0.9836,0.9552,0.9266,0.8393
SEM_QA_0099,Semiconductors,single,1,0.9291,0.9749,0.9503,0.8499
SEM_QA_0100,Semiconductors,multi,1,0.8267,0.9526,0.8823,0.8763
SEM_QA_0101,Semiconductors,single,1,0.8683,0.9757,0.989,0.8925
SEM_QA_0102,Semiconductors,single,1,0.9363,0.8091,0.9093,0.9621
SEM_QA_0103,Semiconductors,multi,1,0.9043,0.9896,0.965,0.8525
SEM_QA_0104,Semiconductors,single,1,0.8137,0.6883,0.784,0.6928
SEM_QA_0105,Semiconductors,multi,1,0.7122,0.7573,0.7864,0.7959
SEM_QA_0106,Semiconductors,multi,1,0.9519,0.9629,0.9683,0.9247
SEM_QA_0107,Semiconductors,single,1,0.9417,0.9581,0.9511,0.8553
SEM_QA_0108,Semiconductors,multi,1,0.6784,0.7478,0.7694,0.7896
SEM_QA_0109,Semiconductors,single,1,0.9221,0.9896,0.966,0.9225
SEM_QA_0110,Semiconductors,multi,1,0.4888,0.6892,0.653,0.6031
SEM_QA_0111,Semiconductors,single,1,0.9178,0.9234,0.9241,0.876
SEM_QA_0112,Semiconductors,single,1,0.9082,0.8624,0.8954,0.898
SEM_QA_0113,Semiconductors,single,1,0.7576,0.8633,0.772,0.7207
SEM_QA_0114,Semiconductors,single,1,0.9504,0.9627,0.875,0.9259
SEM_QA_0115,Semiconductors,multi,1,0.8535,0.7428,0.7739,0.6854
SEM_QA_0116,Semiconductors,single,1,0.9493,0.9276,0.9366,0.8666
SEM_QA_0117,Semiconductors,multi,1,0.9,0.9311,0.9298,0.8978
SEM_QA_0118,Semiconductors,single,1,0.9676,0.9371,0.8901,0.8949
SEM_QA_0119,Semiconductors,single,1,0.9754,0.8962,0.9499,0.9105
SEM_QA_0120,Semiconductors,single,1,0.6959,0.8148,0.6952,0.7334
SEM_QA_0121,Semiconductors,single,1,0.4365,0.5186,0.6294,0.5546
SEM_QA_0122,Semiconductors,single,1,0.9316,0.8587,0.9256,0.9036
SEM_QA_0123,Semiconductors,single,1,0.775,0.9541,0.9279,0.8817
SEM_QA_0124,Semiconductors,single,1,0.8988,0.9742,0.818,0.9188
SEM_QA_0125,Semiconductors,single,1,0.919,0.9595,0.9459,0.8913
SEM_QA_0126,Semiconductors,multi,1,0.8711,0.9231,0.9689,0.8782
BAT_QA_0001,Batteries,single,1,0.782,0.7574,0.7884,0.7479
BAT_QA_0002,Batteries,single,1,0.9265,0.9748,0.9185,0.9075
BAT_QA_0003,Batteries,multi,1,0.8789,0.8908,0.9322,0.9263
BAT_QA_0004,Batteries,single,1,0.7563,0.9345,0.9363,0.8541
BAT_QA_0005,Batteries,single,1,0.9641,0.9861,0.9482,0.9139
BAT_QA_0006,Batteries,single,1,0.9502,0.9497,0.9707,0.9113
BAT_QA_0007,Batteries,multi,1,0.9168,0.8015,0.9854,0.9099
BAT_QA_0008,Batteries,single,1,0.9704,0.9437,0.9631,0.9175
BAT_QA_0009,Batteries,single,1,0.9217,0.9425,0.8416,0.8654
BAT_QA_0010,Batteries,single,1,0.9399,0.9374,0.908,0.9129
BAT_QA_0011,Batteries,single,1,0.908,0.8548,0.8591,0.9471
BAT_QA_0012,Batteries,single,1,0.7469,0.7747,0.9115,0.7409
BAT_QA_0013,Batteries,single,1,0.9284,0.9368,0.9624,0.92
BAT_QA_0014,Batteries,multi,1,0.9074,0.8235,0.9227,0.8828
BAT_QA_0015,Batteries,multi,1,0.9836,0.9896,0.995,0.847
BAT_QA_0016,Batteries,single,1,0.5506,0.4215,0.6037,0.512
BAT_QA_0017,Batteries,multi,1,0.5739,0.7702,0.8274,0.7982
BAT_QA_0018,Batteries,single,1,0.4266,0.5331,0.4449,0.4771
BAT_QA_0019,Batteries,single,1,0.8997,0.9462,0.9137,0.912
BAT_QA_0020,Batteries,single,1,0.3312,0.2839,0.2488,0.3328
BAT_QA_0021,Batteries,single,1,0.6065,0.6308,0.5882,0.6852
BAT_QA_0022,Batteries,multi,1,0.5454,0.6292,0.62,0.6629
BAT_QA_0023,Batteries,single,1,0.9824,0.912,0.9532,0.9189
BAT_QA_0024,Batteries,single,1,0.7839,0.9259,0.8793,0.8819
BAT_QA_0025,Batteries,single,1,0.9617,0.9681,0.9225,0.927
BAT_QA_0026,Batteries,multi,1,0.712,0.8285,0.8011,0.7023
BAT_QA_0027,Batteries,single,1,0.9577,0.9506,0.9447,0.8691
BAT_QA_0028,Batteries,single,1,0.8845,0.9288,0.9665,0.8425
BAT_QA_0029,Batteries,single,1,0.9836,0.9536,0.9412,0.9036
BAT_QA_0030,Batteries,single,1,0.9193,0.9419,0.98,0.8841
BAT_QA_0031,Batteries,multi,1,0.9416,0.9195,0.9643,0.8836
BAT_QA_0032,Batteries,multi,1,0.8882,0.9257,0.8635,0.8871
BAT_QA_0033,Batteries,single,1,0.9656,0.931,0.9694,0.906
BAT_QA_0034,Batteries,single,1,0.8564,0.906,0.7653,0.8283
BAT_QA_0035,Batteries,multi,1,0.9389,0.9582,0.8535,0.9123
BAT_QA_0036,Batteries,single,1,0.9592,0.9569,0.9433,0.8822
BAT_QA_0037,Batteries,multi,1,0.7567,0.6718,0.6914,0.7064
BAT_QA_0038,Batteries,single,1,0.9385,0.882,0.9482,0.8587
BAT_QA_0039,Batteries,multi,1,0.7378,0.7359,0.6143,0.7398
BAT_QA_0040,Batteries,single,1,0.934,0.9887,0.9509,0.8992
BAT_QA_0041,Batteries,single,1,0.7608,0.5716,0.7344,0.8193
BAT_QA_0042,Batteries,multi,1,0.7579,0.8583,0.8305,0.8177
BAT_QA_0043,Batteries,single,1,0.8384,0.9201,0.9433,0.8889
BAT_QA_0044,Batteries,single,1,0.8933,0.9549,0.995,0.8913
BAT_QA_0045,Batteries,multi,1,0.9202,0.923,0.9297,0.8696
BAT_QA_0046,Batteries,multi,1,0.6049,0.5871,0.6786,0.4887
BAT_QA_0047,Batteries,single,1,0.836,0.8756,0.8307,0.8543
BAT_QA_0048,Batteries,single,1,0.9485,0.8396,0.8979,0.8594
BAT_QA_0049,Batteries,single,1,0.9071,0.8695,0.8036,0.8921
BAT_QA_0050,Batteries,single,1,0.7859,0.7147,0.8496,0.8332
BAT_QA_0051,Batteries,single,1,0.6346,0.6097,0.6453,0.7514
BAT_QA_0052,Batteries,single,1,0.8359,0.8007,0.6634,0.665
BAT_QA_0053,Batteries,single,1,0.7288,0.7804,0.7258,0.8195
BAT_QA_0054,Batteries,single,1,0.9268,0.9653,0.9455,0.9115
BAT_QA_0055,Batteries,single,1,0.731,0.6937,0.6784,0.8235
BAT_QA_0056,Batteries,single,1,0.8894,0.7932,0.9,0.8664
BAT_QA_0057,Batteries,multi,1,0.8639,0.8888,0.9745,0.8674
BAT_QA_0058,Batteries,single,1,0.9223,0.914,0.8344,0.8417
BAT_QA_0059,Batteries,single,1,0.9323,0.8658,0.9171,0.8744
BAT_QA_0060,Batteries,multi,1,0.7012,0.6134,0.7282,0.7948
BAT_QA_0061,Batteries,single,1,0.688,0.6472,0.7204,0.6086
BAT_QA_0062,Batteries,multi,1,0.6917,0.4953,0.6498,0.6271
BAT_QA_0063,Batteries,single,1,0.9683,0.809,0.8753,0.8946
BAT_QA_0064,Batteries,single,1,0.9288,0.9377,0.96,0.8878
BAT_QA_0065,Batteries,single,1,0.9354,0.9653,0.9525,0.909
BAT_QA_0066,Batteries,single,1,0.6653,0.7537,0.6659,0.7388
BAT_QA_0067,Batteries,single,1,0.7551,0.823,0.783,0.7756
BAT_QA_0068,Batteries,multi,1,0.9314,0.8121,0.9142,0.8772
BAT_QA_0069,Batteries,single,1,0.6226,0.5536,0.6377,0.7252
BAT_QA_0070,Batteries,multi,1,0.8976,0.9171,0.942,0.9643
BAT_QA_0071,Batteries,single,1,0.9556,0.7977,0.8423,0.8787
BAT_QA_0072,Batteries,multi,1,0.8906,0.9036,0.9128,0.9643
BAT_QA_0073,Batteries,single,1,0.9457,0.9739,0.995,0.8852
BAT_QA_0074,Batteries,multi,1,0.6208,0.4535,0.6428,0.562
BAT_QA_0075,Batteries,single,1,0.8403,0.9348,0.9127,0.9643
BAT_QA_0076,Batteries,multi,1,0.7133,0.6198,0.8165,0.7165
BAT_QA_0077,Batteries,single,1,0.9367,0.9745,0.995,0.9329
BAT_QA_0078,Batteries,single,1,0.8363,0.87,0.9077,0.9643
BAT_QA_0079,Batteries,multi,1,0.787,0.6715,0.7416,0.643
BAT_QA_0080,Batteries,single,1,0.9832,0.9643,0.9845,0.8667
BAT_QA_0081,Batteries,single,1,0.8871,0.8547,0.9281,0.9643
BAT_QA_0082,Batteries,multi,1,0.9344,0.8968,0.961,0.8957
BAT_QA_0083,Batteries,single,1,0.5649,0.6838,0.7951,0.7616
BAT_QA_0084,Batteries,single,1,0.9097,0.8268,0.8718,0.8882
BAT_QA_0085,Batteries,multi,1,0.7373,0.5586,0.6424,0.7164
BAT_QA_0086,Batteries,multi,1,0.8209,0.9611,0.9555,0.8623
BAT_QA_0087,Batteries,single,1,0.9383,0.9689,0.9668,0.8696
BAT_QA_0088,Batteries,single,1,0.8025,0.7299,0.7178,0.725
BAT_QA_0089,Batteries,single,1,0.9261,0.9558,0.9531,0.922
BAT_QA_0090,Batteries,single,1,0.9041,0.9443,0.9772,0.8203
