query_id,domain,question_type,run,faithfulness,answer_relevancy
BAT_QA_0082,Batteries,multi,1,0.7389,0.9235
BAT_QA_0083,Batteries,single,1,0.812,0.6453
BAT_QA_0084,Batteries,single,1,0.7654,0.8058
BAT_QA_0085,Batteries,multi,1,0.9377,0.9238
BAT_QA_0086,Batteries,multi,1,0.8776,0.8602
BAT_QA_0087,Batteries,single,1,0.8334,0.8994
BAT_QA_0088,Batteries,single,1,0.7884,0.8092
BAT_QA_0089,Batteries,single,1,0.9485,0.9511
BAT_QA_0090,Batteries,single,1,0.7879,0.8932
BAT_QA_0091,Batteries,single,1,0.7916,0.8232
BAT_QA_0092,Batteries,single,1,0.9006,0.9572
BAT_QA_0093,Batteries,single,1,0.8422,0.7914
BAT_QA_0094,Batteries,single,1,0.9622,0.959
BAT_QA_0095,Batteries,single,1,0.8672,0.9473
BAT_QA_0096,Batteries,single,1,0.8231,0.8057
BAT_QA_0097,Batteries,multi,1,0.6786,0.7358
BAT_QA_0098,Batteries,multi,1,0.7991,0.7717
BAT_QA_0099,Batteries,single,1,0.8695,0.8147
BAT_QA_0100,Batteries,multi,1,0.7547,0.7691
BAT_QA_0101,Batteries,single,1,0.7989,0.9288
BAT_QA_0102,Batteries,multi,1,0.6897,0.8348
BAT_QA_0103,Batteries,single,1,0.8791,0.781
BAT_QA_0104,Batteries,multi,1,0.7281,0.7699
BAT_QA_0105,Batteries,single,1,0.9609,0.9701
BAT_QA_0106,Batteries,multi,1,0.9603,0.995
BAT_QA_0107,Batteries,multi,1,0.7586,0.8341
BAT_QA_0108,Batteries,single,1,0.7465,0.793
BAT_QA_0109,Batteries,single,1,0.6588,0.7414
BAT_QA_0110,Batteries,single,1,0.667,0.7013
BAT_QA_0111,Batteries,multi,1,0.995,0.9775
BAT_QA_0112,Batteries,single,1,0.8762,0.962
BAT_QA_0113,Batteries,multi,1,0.8492,0.8041
BAT_QA_0114,Batteries,multi,1,0.7856,0.7998
BAT_QA_0115,Batteries,multi,1,0.9834,0.9554
BAT_QA_0116,Batteries,single,1,0.9877,0.995
BAT_QA_0117,Batteries,multi,1,0.8905,0.9418
BAT_QA_0118,Batteries,single,1,0.8986,0.9389
BAT_QA_0119,Batteries,single,1,0.7736,0.7209
BAT_QA_0120,Batteries,single,1,0.8419,0.8684
BAT_QA_0121,Batteries,single,1,0.82,0.8542
BAT_QA_0122,Batteries,single,1,0.7448,0.8004
BAT_QA_0123,Batteries,single,1,0.995,0.995
BAT_QA_0124,Batteries,single,1,0.8406,0.7889
SEM_QA_0001,Semiconductors,single,1,0.6469,0.751
SEM_QA_0002,Semiconductors,single,1,0.7098,0.7037
SEM_QA_0003,Semiconductors,single,1,0.8676,0.9066
SEM_QA_0004,Semiconductors,single,1,0.9086,0.995
SEM_QA_0005,Semiconductors,multi,1,0.9241,0.9059
SEM_QA_0006,Semiconductors,multi,1,0.7898,0.7627
SEM_QA_0007,Semiconductors,single,1,0.8245,0.8505
SEM_QA_0008,Semiconductors,single,1,0.8198,0.8975
SEM_QA_0009,Semiconductors,single,1,0.6617,0.7738
SEM_QA_0010,Semiconductors,single,1,0.9723,0.9559
SEM_QA_0011,Semiconductors,single,1,0.8583,0.9387
SEM_QA_0012,Semiconductors,single,1,0.7569,0.7584
SEM_QA_0013,Semiconductors,multi,1,0.8666,0.882
SEM_QA_0014,Semiconductors,single,1,0.7908,0.8244
SEM_QA_0015,Semiconductors,multi,1,0.766,0.8602
SEM_QA_0016,Semiconductors,single,1,0.9114,0.9851
SEM_QA_0017,Semiconductors,single,1,0.7205,0.8442
SEM_QA_0018,Semiconductors,multi,1,0.9077,0.979
SEM_QA_0019,Semiconductors,single,1,0.9633,0.9552
SEM_QA_0020,Semiconductors,single,1,0.8356,0.8489
SEM_QA_0021,Semiconductors,single,1,0.9148,0.925
SEM_QA_0022,Semiconductors,single,1,0.9309,0.995
SEM_QA_0023,Semiconductors,single,1,0.7305,0.8342
SEM_QA_0024,Semiconductors,multi,1,0.4809,0.6868
SEM_QA_0025,Semiconductors,single,1,0.9123,0.94
SEM_QA_0026,Semiconductors,single,1,0.81,0.8716
SEM_QA_0027,Semiconductors,single,1,0.9299,0.8683
SEM_QA_0028,Semiconductors,multi,1,0.6788,0.6656
SEM_QA_0029,Semiconductors,single,1,0.995,0.9631
SEM_QA_0030,Semiconductors,single,1,0.9458,0.9677
SEM_QA_0031,Semiconductors,multi,1,0.995,0.9689
SEM_QA_0032,Semiconductors,single,1,0.7417,0.8851
SEM_QA_0033,Semiconductors,multi,1,0.7366,0.8125
SEM_QA_0034,Semiconductors,multi,1,0.8083,0.8818
SEM_QA_0035,Semiconductors,single,1,0.923,0.9503
SEM_QA_0036,Semiconductors,single,1,0.7875,0.8387
SEM_QA_0037,Semiconductors,multi,1,0.6976,0.6697
SEM_QA_0038,Semiconductors,single,1,0.995,0.995
SEM_QA_0039,Semiconductors,multi,1,0.5869,0.7565
SEM_QA_0040,Semiconductors,multi,1,0.6666,0.8089
SEM_QA_0041,Semiconductors,single,1,0.8692,0.9114
SEM_QA_0042,Semiconductors,multi,1,0.7305,0.8107
SEM_QA_0043,Semiconductors,multi,1,0.7607,0.8299
SEM_QA_0044,Semiconductors,multi,1,0.8449,0.9005
SEM_QA_0045,Semiconductors,single,1,0.7555,0.8475
SEM_QA_0046,Semiconductors,single,1,0.8723,0.8337
SEM_QA_0047,Semiconductors,single,1,0.8857,0.8574
SEM_QA_0048,Semiconductors,multi,1,0.7742,0.9206
SEM_QA_0049,Semiconductors,multi,1,0.8772,0.9644
SEM_QA_0050,Semiconductors,single,1,0.7263,0.8748
SEM_QA_0051,Semiconductors,single,1,0.9487,0.9637
SEM_QA_0052,Semiconductors,single,1,0.9579,0.978
SEM_QA_0053,Semiconductors,single,1,0.7184,0.8071
SEM_QA_0054,Semiconductors,single,1,0.8585,0.9054
SEM_QA_0055,Semiconductors,multi,1,0.4929,0.7857
SEM_QA_0056,Semiconductors,multi,1,0.7972,0.8966
SEM_QA_0057,Semiconductors,multi,1,0.9162,0.8761
SEM_QA_0058,Semiconductors,multi,1,0.995,0.9722
SEM_QA_0059,Semiconductors,single,1,0.9527,0.9778
SEM_QA_0060,Semiconductors,single,1,0.8122,0.8651
SEM_QA_0061,Semiconductors,single,1,0.7389,0.715
SEM_QA_0062,Semiconductors,single,1,0.7546,0.8656
SEM_QA_0063,Semiconductors,multi,1,0.995,0.995
SEM_QA_0064,Semiconductors,multi,1,0.8904,0.9258
SEM_QA_0065,Semiconductors,single,1,0.8826,0.9402
SEM_QA_0066,Semiconductors,multi,1,0.9387,0.9329
SEM_QA_0067,Semiconductors,single,1,0.7195,0.6406
SEM_QA_0068,Semiconductors,multi,1,0.8739,0.9609
SEM_QA_0069,Semiconductors,multi,1,0.6734,0.7871
SEM_QA_0070,Semiconductors,single,1,0.8797,0.9112
SEM_QA_0071,Semiconductors,single,1,0.9127,0.8865
SEM_QA_0072,Semiconductors,single,1,0.995,0.9463
SEM_QA_0073,Semiconductors,single,1,0.995,0.9775
SEM_QA_0074,Semiconductors,single,1,0.6876,0.7581
SEM_QA_0075,Semiconductors,single,1,0.9748,0.995
SEM_QA_0076,Semiconductors,multi,1,0.7545,0.8104
SEM_QA_0077,Semiconductors,single,1,0.6511,0.7262
SEM_QA_0078,Semiconductors,single,1,0.995,0.947
SEM_QA_0079,Semiconductors,multi,1,0.995,0.9804
SEM_QA_0080,Semiconductors,single,1,0.847,0.9261
SEM_QA_0081,Semiconductors,single,1,0.995,0.995
SEM_QA_0082,Semiconductors,single,1,0.8343,0.8625
SEM_QA_0083,Semiconductors,single,1,0.9533,0.8561
SEM_QA_0084,Semiconductors,multi,1,0.9391,0.8755
SEM_QA_0085,Semiconductors,single,1,0.9508,0.995
SEM_QA_0086,Semiconductors,multi,1,0.8707,0.9207
SEM_QA_0087,Semiconductors,multi,1,0.939,0.9919
SEM_QA_0088,Semiconductors,single,1,0.9326,0.9839
SEM_QA_0089,Semiconductors,single,1,0.7704,0.8107
SEM_QA_0090,Semiconductors,single,1,0.9779,0.982
SEM_QA_0091,Semiconductors,single,1,0.748,0.8316
SEM_QA_0092,Semiconductors,single,1,0.8681,0.9082
SEM_QA_0093,Semiconductors,single,1,0.8699,0.9188
SEM_QA_0094,Semiconductors,single,1,0.995,0.9129
SEM_QA_0095,Semiconductors,multi,1,0.7928,0.7782
SEM_QA_0096,Semiconductors,multi,1,0.6675,0.9038
SEM_QA_0097,Semiconductors,single,1,0.7769,0.7793
SEM_QA_0098,Semiconductors,single,1,0.9765,0.9667
SEM_QA_0099,Semiconductors,single,1,0.8447,0.9033
SEM_QA_0100,Semiconductors,multi,1,0.7062,0.8394
SEM_QA_0101,Semiconductors,single,1,0.995,0.995
SEM_QA_0102,Semiconductors,single,1,0.8617,0.8967
SEM_QA_0103,Semiconductors,multi,1,0.6036,0.7221
SEM_QA_0104,Semiconductors,single,1,0.9734,0.9646
SEM_QA_0105,Semiconductors,multi,1,0.5818,0.7862
SEM_QA_0106,Semiconductors,multi,1,0.895,0.8988
SEM_QA_0107,Semiconductors,single,1,0.8963,0.984
SEM_QA_0108,Semiconductors,multi,1,0.8498,0.9256
SEM_QA_0109,Semiconductors,single,1,0.7638,0.8346
SEM_QA_0110,Semiconductors,multi,1,0.9046,0.9913
SEM_QA_0111,Semiconductors,single,1,0.8605,0.995
SEM_QA_0112,Semiconductors,single,1,0.8902,0.9613
SEM_QA_0113,Semiconductors,single,1,0.6056,0.6686
SEM_QA_0114,Semiconductors,single,1,0.7487,0.7843
SEM_QA_0115,Semiconductors,multi,1,0.9027,0.8018
SEM_QA_0116,Semiconductors,single,1,0.633,0.7845
SEM_QA_0117,Semiconductors,multi,1,0.995,0.995
SEM_QA_0118,Semiconductors,single,1,0.995,0.995
SEM_QA_0119,Semiconductors,single,1,0.9584,0.9098
SEM_QA_0120,Semiconductors,single,1,0.6784,0.7505
SEM_QA_0121,Semiconductors,single,1,0.6909,0.8258
SEM_QA_0122,Semiconductors,single,1,0.8267,0.9247
SEM_QA_0123,Semiconductors,single,1,0.7154,0.7541
SEM_QA_0124,Semiconductors,single,1,0.995,0.9848
SEM_QA_0125,Semiconductors,single,1,0.995,0.9819
SEM_QA_0126,Semiconductors,multi,1,0.7245,0.7888
SUP_QA_0001,Superalloys,single,1,0.6804,0.7739
SUP_QA_0002,Superalloys,multi,1,0.951,0.995
SUP_QA_0003,Superalloys,multi,1,0.6976,0.7115
SUP_QA_0004,Superalloys,multi,1,0.6868,0.6946
SUP_QA_0005,Superalloys,single,1,0.6128,0.7262
SUP_QA_0006,Superalloys,single,1,0.9216,0.8202
SUP_QA_0007,Superalloys,single,1,0.6791,0.6988
SUP_QA_0008,Superalloys,single,1,0.7776,0.866
SUP_QA_0009,Superalloys,single,1,0.8494,0.8854
SUP_QA_0010,Superalloys,single,1,0.9464,0.9596
SUP_QA_0011,Superalloys,single,1,0.8766,0.9798
SUP_QA_0012,Superalloys,single,1,0.9868,0.9044
SUP_QA_0013,Superalloys,multi,1,0.9872,0.9799
SUP_QA_0014,Superalloys,single,1,0.995,0.995
SUP_QA_0015,Superalloys,single,1,0.7076,0.7657
SUP_QA_0016,Superalloys,single,1,0.9334,0.9782
SUP_QA_0017,Superalloys,single,1,0.9881,0.9365
SUP_QA_0018,Superalloys,single,1,0.8434,0.7576
SUP_QA_0019,Superalloys,single,1,0.995,0.9432
SUP_QA_0020,Superalloys,single,1,0.7397,0.8354
SUP_QA_0021,Superalloys,multi,1,0.8059,0.8342
SUP_QA_0022,Superalloys,single,1,0.995,0.995
SUP_QA_0023,Superalloys,single,1,0.9825,0.995
SUP_QA_0024,Superalloys,single,1,0.7649,0.8931
SUP_QA_0025,Superalloys,single,1,0.995,0.9937
SUP_QA_0026,Superalloys,single,1,0.854,0.8065
SUP_QA_0027,Superalloys,multi,1,0.8769,0.981
SUP_QA_0028,Superalloys,multi,1,0.8734,0.9216
SUP_QA_0029,Superalloys,single,1,0.7251,0.8004
SUP_QA_0030,Superalloys,multi,1,0.7696,0.8465
SUP_QA_0031,Superalloys,single,1,0.8644,0.844
SUP_QA_0032,Superalloys,single,1,0.899,0.995
SUP_QA_0033,Superalloys,single,1,0.995,0.995
SUP_QA_0034,Superalloys,multi,1,0.8992,0.944
SUP_QA_0035,Superalloys,single,1,0.995,0.9455
SUP_QA_0036,Superalloys,single,1,0.8348,0.9166
SUP_QA_0037,Superalloys,single,1,0.8478,0.9509
SUP_QA_0038,Superalloys,single,1,0.6919,0.689
SUP_QA_0039,Superalloys,single,1,0.6642,0.9146
SUP_QA_0040,Superalloys,multi,1,0.9526,0.971
SUP_QA_0041,Superalloys,single,1,0.414,0.672
SUP_QA_0042,Superalloys,single,1,0.7132,0.7873
SUP_QA_0043,Superalloys,single,1,0.7357,0.8975
SUP_QA_0044,Superalloys,multi,1,0.7455,0.7897
SUP_QA_0045,Superalloys,single,1,0.995,0.9569
SUP_QA_0046,Superalloys,single,1,0.995,0.9667
SUP_QA_0047,Superalloys,multi,1,0.5144,0.7432
SUP_QA_0048,Superalloys,single,1,0.8296,0.7889
SUP_QA_0049,Superalloys,multi,1,0.7964,0.9617
SUP_QA_0050,Superalloys,single,1,0.9318,0.9378
SUP_QA_0051,Superalloys,single,1,0.9406,0.9634
SUP_QA_0052,Superalloys,single,1,0.7371,0.7453
SUP_QA_0053,Superalloys,single,1,0.7393,0.8157
SUP_QA_0054,Superalloys,multi,1,0.6936,0.7338
SUP_QA_0055,Superalloys,single,1,0.9029,0.9667
SUP_QA_0056,Superalloys,single,1,0.9858,0.9774
SUP_QA_0057,Superalloys,single,1,0.9772,0.9658
SUP_QA_0058,Superalloys,single,1,0.7435,0.8856
SUP_QA_0059,Superalloys,single,1,0.4918,0.7876
SUP_QA_0060,Superalloys,single,1,0.7892,0.8822
SUP_QA_0061,Superalloys,single,1,0.7615,0.8739
SUP_QA_0062,Superalloys,multi,1,0.5926,0.8223
SUP_QA_0063,Superalloys,single,1,0.7758,0.818
SUP_QA_0064,Superalloys,multi,1,0.906,0.8606
SUP_QA_0065,Superalloys,single,1,0.995,0.9787
SUP_QA_0066,Superalloys,single,1,0.9836,0.8895
SUP_QA_0067,Superalloys,multi,1,0.8287,0.8869
SUP_QA_0068,Superalloys,single,1,0.8612,0.9099
SUP_QA_0069,Superalloys,single,1,0.934,0.9269
SUP_QA_0070,Superalloys,multi,1,0.7904,0.862
SUP_QA_0071,Superalloys,single,1,0.8211,0.8998
SUP_QA_0072,Superalloys,multi,1,0.8819,0.8723
SUP_QA_0073,Superalloys,multi,1,0.9443,0.9484
SUP_QA_0074,Superalloys,multi,1,0.8307,0.9147
SUP_QA_0075,Superalloys,single,1,0.8153,0.948
SUP_QA_0076,Superalloys,single,1,0.7905,0.7893
SUP_QA_0077,Superalloys,multi,1,0.9511,0.9619
SUP_QA_0078,Superalloys,single,1,0.7372,0.8474
SUP_QA_0079,Superalloys,single,1,0.8024,0.9249
SUP_QA_0080,Superalloys,multi,1,0.6922,0.7367
SUP_QA_0081,Superalloys,multi,1,0.7728,0.9019
SUP_QA_0082,Superalloys,multi,1,0.81,0.8417
SUP_QA_0083,Superalloys,single,1,0.7371,0.7588
SUP_QA_0084,Superalloys,single,1,0.9913,0.9407
SUP_QA_0085,Superalloys,single,1,0.8094,0.9248
SUP_QA_0086,Superalloys,single,1,0.7454,0.7521
SUP_QA_0087,Superalloys,multi,1,0.6964,0.7764
SUP_QA_0088,Superalloys,single,1,0.995,0.973
SUP_QA_0089,Superalloys,single,1,0.995,0.8977
SUP_QA_0090,Superalloys,single,1,0.7382,0.7887
SUP_QA_0091,Superalloys,multi,1,0.8879,0.9697
SUP_QA_0092,Superalloys,single,1,0.8859,0.8468
SUP_QA_0093,Superalloys,multi,1,0.8769,0.7672
SUP_QA_0094,Superalloys,multi,1,0.82,0.8338
SUP_QA_0095,Superalloys,multi,1,0.6755,0.8208
SUP_QA_0096,Superalloys,single,1,0.8909,0.8161
SUP_QA_0097,Superalloys,multi,1,0.7479,0.7821
SUP_QA_0098,Superalloys,single,1,0.4767,0.65
SUP_QA_0099,Superalloys,single,1,0.94,0.941
SUP_QA_0100,Superalloys,multi,1,0.6409,0.7706
SUP_QA_0101,Superalloys,single,1,0.995,0.989
SUP_QA_0102,Superalloys,multi,1,0.8229,0.6909
SUP_QA_0103,Superalloys,multi,1,0.8279,0.9249
SUP_QA_0104,Superalloys,single,1,0.8981,0.9195
SUP_QA_0105,Superalloys,single,1,0.9351,0.995
SUP_QA_0106,Superalloys,single,1,0.7656,0.8109
SUP_QA_0107,Superalloys,single,1,0.8162,0.8885
SUP_QA_0108,Superalloys,single,1,0.881,0.913
SUP_QA_0109,Superalloys,single,1,0.6331,0.706
SUP_QA_0110,Superalloys,single,1,0.8489,0.8982
SUP_QA_0111,Superalloys,single,1,0.8586,0.8795
SUP_QA_0112,Superalloys,multi,1,0.9262,0.995
SUP_QA_0113,Superalloys,single,1,0.7108,0.7541
SUP_QA_0114,Superalloys,single,1,0.6311,0.6959
SUP_QA_0115,Superalloys,multi,1,0.8548,0.8823
SUP_QA_0116,Superalloys,multi,1,0.9611,0.921
SUP_QA_0117,Superalloys,multi,1,0.8447,0.9026
SUP_QA_0118,Superalloys,single,1,0.995,0.995
SUP_QA_0119,Superalloys,single,1,0.7025,0.7798
SUP_QA_0120,Superalloys,single,1,0.5693,0.7324
SUP_QA_0121,Superalloys,single,1,0.7316,0.7494
SUP_QA_0122,Superalloys,single,1,0.8285,0.9528
SUP_QA_0123,Superalloys,single,1,0.8184,0.8467
SUP_QA_0124,Superalloys,single,1,0.8356,0.9425
SUP_QA_0125,Superalloys,multi,1,0.793,0.8479
SUP_QA_0126,Superalloys,multi,1,0.8805,0.8742
SUP_QA_0127,Superalloys,single,1,0.6464,0.887
SUP_QA_0128,Superalloys,multi,1,0.8024,0.9469
SUP_QA_0129,Superalloys,multi,1,0.8032,0.9015
SUP_QA_0130,Superalloys,multi,1,0.6975,0.7485
SUP_QA_0131,Superalloys,single,1,0.995,0.9107
SUP_QA_0132,Superalloys,multi,1,0.9658,0.9458
BAT_QA_0001,Batteries,single,2,0.8341,0.9409
BAT_QA_0002,Batteries,single,2,0.8243,0.8014
BAT_QA_0003,Batteries,multi,2,0.974,0.9858
BAT_QA_0004,Batteries,single,2,0.9808,0.9783
BAT_QA_0005,Batteries,single,2,0.995,0.9359
BAT_QA_0006,Batteries,single,2,0.8726,0.9417
BAT_QA_0007,Batteries,multi,2,0.7376,0.7819
BAT_QA_0008,Batteries,single,2,0.995,0.995
BAT_QA_0009,Batteries,single,2,0.7964,0.7912
BAT_QA_0010,Batteries,single,2,0.995,0.995
BAT_QA_0011,Batteries,single,2,0.8575,0.7965
BAT_QA_0012,Batteries,single,2,0.9222,0.9809
BAT_QA_0013,Batteries,single,2,0.9102,0.995
BAT_QA_0014,Batteries,multi,2,0.8167,0.995
BAT_QA_0015,Batteries,multi,2,0.8477,0.8271
BAT_QA_0016,Batteries,single,2,0.7064,0.8514
BAT_QA_0017,Batteries,multi,2,0.7596,0.9447
BAT_QA_0018,Batteries,single,2,0.8782,0.8864
BAT_QA_0019,Batteries,single,2,0.8968,0.8673
BAT_QA_0020,Batteries,single,2,0.6976,0.7558
BAT_QA_0021,Batteries,single,2,0.8066,0.823
BAT_QA_0022,Batteries,multi,2,0.6598,0.7682
BAT_QA_0023,Batteries,single,2,0.9078,0.9008
BAT_QA_0024,Batteries,single,2,0.8559,0.9879
BAT_QA_0025,Batteries,single,2,0.9421,0.9822
BAT_QA_0026,Batteries,multi,2,0.8816,0.806
BAT_QA_0027,Batteries,single,2,0.9919,0.9897
BAT_QA_0028,Batteries,single,2,0.8123,0.7723
BAT_QA_0029,Batteries,single,2,0.9661,0.9933
BAT_QA_0030,Batteries,single,2,0.995,0.995
BAT_QA_0031,Batteries,multi,2,0.9566,0.995
BAT_QA_0032,Batteries,multi,2,0.8528,0.8583
BAT_QA_0033,Batteries,single,2,0.8701,0.9135
BAT_QA_0034,Batteries,single,2,0.6099,0.8271
BAT_QA_0035,Batteries,multi,2,0.8563,0.9352
BAT_QA_0036,Batteries,single,2,0.9308,0.9256
BAT_QA_0037,Batteries,multi,2,0.9785,0.9423
BAT_QA_0038,Batteries,single,2,0.6881,0.757
BAT_QA_0039,Batteries,multi,2,0.7226,0.7944
BAT_QA_0040,Batteries,single,2,0.9472,0.995
BAT_QA_0041,Batteries,single,2,0.8999,0.892
BAT_QA_0042,Batteries,multi,2,0.7063,0.8765
BAT_QA_0043,Batteries,single,2,0.995,0.995
BAT_QA_0044,Batteries,single,2,0.9124,0.9505
BAT_QA_0045,Batteries,multi,2,0.9262,0.8979
BAT_QA_0046,Batteries,multi,2,0.7775,0.7814
BAT_QA_0047,Batteries,single,2,0.9657,0.907
BAT_QA_0048,Batteries,single,2,0.9067,0.8396
BAT_QA_0049,Batteries,single,2,0.8922,0.8316
BAT_QA_0050,Batteries,single,2,0.8433,0.8469
BAT_QA_0051,Batteries,single,2,0.759,0.7371
BAT_QA_0052,Batteries,single,2,0.6422,0.7904
BAT_QA_0053,Batteries,single,2,0.9002,0.9093
BAT_QA_0054,Batteries,single,2,0.9813,0.9549
BAT_QA_0055,Batteries,single,2,0.8489,0.8949
BAT_QA_0056,Batteries,single,2,0.995,0.995
BAT_QA_0057,Batteries,multi,2,0.718,0.8529
BAT_QA_0058,Batteries,single,2,0.994,0.9393
BAT_QA_0059,Batteries,single,2,0.9006,0.8946
BAT_QA_0060,Batteries,multi,2,0.7186,0.7697
BAT_QA_0061,Batteries,single,2,0.8394,0.899
BAT_QA_0062,Batteries,multi,2,0.6003,0.7469
BAT_QA_0063,Batteries,single,2,0.8118,0.9093
BAT_QA_0064,Batteries,single,2,0.8178,0.967
BAT_QA_0065,Batteries,single,2,0.8774,0.9497
BAT_QA_0066,Batteries,single,2,0.6503,0.7561
BAT_QA_0067,Batteries,single,2,0.6768,0.7117
BAT_QA_0068,Batteries,multi,2,0.795,0.8356
BAT_QA_0069,Batteries,single,2,0.9681,0.9483
BAT_QA_0070,Batteries,multi,2,0.8369,0.8753
BAT_QA_0071,Batteries,single,2,0.7676,0.9262
BAT_QA_0072,Batteries,multi,2,0.9054,0.9432
BAT_QA_0073,Batteries,single,2,0.8885,0.995
BAT_QA_0074,Batteries,multi,2,0.9611,0.9389
BAT_QA_0075,Batteries,single,2,0.6709,0.7023
BAT_QA_0076,Batteries,multi,2,0.8889,0.9087
BAT_QA_0077,Batteries,single,2,0.9914,0.9279
BAT_QA_0078,Batteries,single,2,0.8319,0.9331
BAT_QA_0079,Batteries,multi,2,0.905,0.9223
BAT_QA_0080,Batteries,single,2,0.7762,0.8586
BAT_QA_0081,Batteries,single,2,0.6947,0.9222
BAT_QA_0082,Batteries,multi,2,0.8026,0.8773
BAT_QA_0083,Batteries,single,2,0.7941,0.7741
BAT_QA_0084,Batteries,single,2,0.7153,0.7851
BAT_QA_0085,Batteries,multi,2,0.8754,0.9298
BAT_QA_0086,Batteries,multi,2,0.7787,0.8752
