query_id,domain,question_type,run,gold_count,tp,fp,fn,predicted_count,precision,recall,f1
BAT_EXT_0169,Batteries,multi,1,25,15,7,10,22,0.68,0.6,0.64
BAT_EXT_0170,Batteries,single,1,6,0,2,6,2,0,0,0
BAT_EXT_0171,Batteries,single,1,10,8,1,2,9,0.89,0.8,0.84
BAT_EXT_0172,Batteries,multi,1,26,19,4,7,23,0.83,0.73,0.78
BAT_EXT_0173,Batteries,single,1,9,6,3,3,9,0.67,0.67,0.67
BAT_EXT_0174,Batteries,single,1,11,7,3,4,10,0.7,0.64,0.67
BAT_EXT_0175,Batteries,single,1,8,6,2,2,8,0.75,0.75,0.75
BAT_EXT_0176,Batteries,single,1,12,8,3,4,11,0.73,0.67,0.7
BAT_EXT_0177,Batteries,single,1,12,7,4,5,11,0.64,0.58,0.61
BAT_EXT_0178,Batteries,single,1,6,5,2,1,7,0.71,0.83,0.77
BAT_EXT_0179,Batteries,single,1,11,7,3,4,10,0.7,0.64,0.67
BAT_EXT_0180,Batteries,single,1,12,8,3,4,11,0.73,0.67,0.7
BAT_EXT_0181,Batteries,multi,1,22,14,6,8,20,0.7,0.64,0.67
BAT_EXT_0182,Batteries,single,1,10,7,3,3,10,0.7,0.7,0.7
BAT_EXT_0183,Batteries,single,1,9,8,1,1,9,0.89,0.89,0.89
BAT_EXT_0184,Batteries,single,1,7,4,0,3,4,1,0.57,0.73
BAT_EXT_0185,Batteries,single,1,10,7,2,3,9,0.78,0.7,0.74
BAT_EXT_0186,Batteries,single,1,11,8,2,3,10,0.8,0.73,0.76
BAT_EXT_0187,Batteries,single,1,12,9,2,3,11,0.82,0.75,0.78
BAT_EXT_0188,Batteries,single,1,7,5,2,2,7,0.71,0.71,0.71
BAT_EXT_0189,Batteries,single,1,8,0,0,8,0,0,0,0
BAT_EXT_0190,Batteries,single,1,8,0,2,8,2,0,0,0
BAT_EXT_0191,Batteries,single,1,12,10,3,2,13,0.77,0.83,0.8
BAT_EXT_0192,Batteries,single,1,12,8,3,4,11,0.73,0.67,0.7
BAT_EXT_0193,Batteries,single,1,11,8,2,3,10,0.8,0.73,0.76
BAT_EXT_0194,Batteries,single,1,6,6,1,0,7,0.86,1,0.92
BAT_EXT_0195,Batteries,single,1,10,8,1,2,9,0.89,0.8,0.84
BAT_EXT_0196,Batteries,single,1,11,8,1,3,9,0.89,0.73,0.8
BAT_EXT_0197,Batteries,single,1,9,7,2,2,9,0.78,0.78,0.78
BAT_EXT_0198,Batteries,multi,1,19,14,3,5,17,0.82,0.74,0.78
BAT_EXT_0199,Batteries,single,1,11,8,3,3,11,0.73,0.73,0.73
BAT_EXT_0200,Batteries,single,1,7,4,2,3,6,0.67,0.57,0.62
BAT_EXT_0201,Batteries,single,1,10,6,2,4,8,0.75,0.6,0.67
BAT_EXT_0202,Batteries,single,1,8,5,3,3,8,0.62,0.62,0.62
BAT_EXT_0203,Batteries,single,1,12,9,2,3,11,0.82,0.75,0.78
BAT_EXT_0204,Batteries,single,1,12,10,2,2,12,0.83,0.83,0.83
BAT_EXT_0205,Batteries,single,1,6,5,0,1,5,1,0.83,0.91
BAT_EXT_0206,Batteries,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0001,Semiconductors,single,1,6,6,2,0,8,0.75,1,0.86
SEM_EXT_0002,Semiconductors,single,1,8,5,3,3,8,0.62,0.62,0.62
SEM_EXT_0003,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0004,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0005,Semiconductors,single,1,10,10,0,0,10,1,1,1
SEM_EXT_0006,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0007,Semiconductors,single,1,12,0,3,12,3,0,0,0
SEM_EXT_0008,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0009,Semiconductors,single,1,10,7,3,3,10,0.7,0.7,0.7
SEM_EXT_0010,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0011,Semiconductors,single,1,12,8,3,4,11,0.73,0.67,0.7
SEM_EXT_0012,Semiconductors,single,1,7,5,2,2,7,0.71,0.71,0.71
SEM_EXT_0013,Semiconductors,single,1,12,10,1,2,11,0.91,0.83,0.87
SEM_EXT_0014,Semiconductors,single,1,11,8,3,3,11,0.73,0.73,0.73
SEM_EXT_0015,Semiconductors,single,1,12,9,2,3,11,0.82,0.75,0.78
SEM_EXT_0016,Semiconductors,multi,1,29,17,8,12,25,0.68,0.59,0.63
SEM_EXT_0017,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0018,Semiconductors,single,1,11,7,4,4,11,0.64,0.64,0.64
SEM_EXT_0019,Semiconductors,single,1,15,10,3,5,13,0.77,0.67,0.72
SEM_EXT_0020,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0021,Semiconductors,single,1,8,6,0,2,6,1,0.75,0.86
SEM_EXT_0022,Semiconductors,multi,1,22,0,2,22,2,0,0,0
SEM_EXT_0023,Semiconductors,single,1,13,9,2,4,11,0.82,0.69,0.75
SEM_EXT_0024,Semiconductors,single,1,6,6,0,0,6,1,1,1
SEM_EXT_0025,Semiconductors,single,1,6,6,2,0,8,0.75,1,0.86
SEM_EXT_0026,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0027,Semiconductors,single,1,10,6,2,4,8,0.75,0.6,0.67
SEM_EXT_0028,Semiconductors,single,1,10,7,3,3,10,0.7,0.7,0.7
SEM_EXT_0029,Semiconductors,single,1,15,11,3,4,14,0.79,0.73,0.76
SEM_EXT_0030,Semiconductors,multi,1,33,21,8,12,29,0.72,0.64,0.68
SEM_EXT_0031,Semiconductors,single,1,7,5,0,2,5,1,0.71,0.83
SEM_EXT_0032,Semiconductors,single,1,9,8,1,1,9,0.89,0.89,0.89
SEM_EXT_0033,Semiconductors,single,1,9,7,2,2,9,0.78,0.78,0.78
SEM_EXT_0034,Semiconductors,single,1,12,9,1,3,10,0.9,0.75,0.82
SEM_EXT_0035,Semiconductors,single,1,12,8,2,4,10,0.8,0.67,0.73
SEM_EXT_0036,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0037,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0038,Semiconductors,single,1,12,10,2,2,12,0.83,0.83,0.83
SEM_EXT_0039,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0040,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0041,Semiconductors,multi,1,36,23,8,13,31,0.74,0.64,0.69
SEM_EXT_0042,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0043,Semiconductors,single,1,11,9,1,2,10,0.9,0.82,0.86
SEM_EXT_0044,Semiconductors,single,1,12,8,4,4,12,0.67,0.67,0.67
SEM_EXT_0045,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0046,Semiconductors,multi,1,24,16,6,8,22,0.73,0.67,0.7
SEM_EXT_0047,Semiconductors,single,1,7,4,2,3,6,0.67,0.57,0.62
SEM_EXT_0048,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0049,Semiconductors,single,1,12,8,3,4,11,0.73,0.67,0.7
SEM_EXT_0050,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0051,Semiconductors,single,1,11,6,3,5,9,0.67,0.55,0.6
SEM_EXT_0052,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0053,Semiconductors,single,1,9,6,0,3,6,1,0.67,0.8
SEM_EXT_0054,Semiconductors,multi,1,30,19,7,11,26,0.73,0.63,0.68
SEM_EXT_0055,Semiconductors,multi,1,31,21,8,10,29,0.72,0.68,0.7
SEM_EXT_0056,Semiconductors,single,1,6,6,0,0,6,1,1,1
SEM_EXT_0057,Semiconductors,single,1,10,7,3,3,10,0.7,0.7,0.7
SEM_EXT_0058,Semiconductors,single,1,9,7,2,2,9,0.78,0.78,0.78
SEM_EXT_0059,Semiconductors,single,1,9,7,2,2,9,0.78,0.78,0.78
SEM_EXT_0060,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0061,Semiconductors,single,1,12,8,4,4,12,0.67,0.67,0.67
SEM_EXT_0062,Semiconductors,single,1,6,6,0,0,6,1,1,1
SEM_EXT_0063,Semiconductors,single,1,8,5,2,3,7,0.71,0.62,0.66
SEM_EXT_0064,Semiconductors,single,1,7,6,0,1,6,1,0.86,0.92
SEM_EXT_0065,Semiconductors,single,1,9,7,1,2,8,0.88,0.78,0.83
SEM_EXT_0066,Semiconductors,single,1,11,7,3,4,10,0.7,0.64,0.67
SEM_EXT_0067,Semiconductors,single,1,10,7,3,3,10,0.7,0.7,0.7
SEM_EXT_0068,Semiconductors,single,1,7,5,2,2,7,0.71,0.71,0.71
SEM_EXT_0069,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0070,Semiconductors,single,1,6,4,0,2,4,1,0.67,0.8
SEM_EXT_0071,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0072,Semiconductors,single,1,10,7,2,3,9,0.78,0.7,0.74
SEM_EXT_0073,Semiconductors,single,1,8,6,0,2,6,1,0.75,0.86
SEM_EXT_0074,Semiconductors,single,1,6,5,0,1,5,1,0.83,0.91
SEM_EXT_0075,Semiconductors,single,1,8,6,0,2,6,1,0.75,0.86
SEM_EXT_0076,Semiconductors,single,1,10,8,2,2,10,0.8,0.8,0.8
SEM_EXT_0077,Semiconductors,multi,1,25,15,7,10,22,0.68,0.6,0.64
SEM_EXT_0078,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0079,Semiconductors,single,1,10,6,2,4,8,0.75,0.6,0.67
SEM_EXT_0080,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0081,Semiconductors,single,1,14,10,3,4,13,0.77,0.71,0.74
SEM_EXT_0082,Semiconductors,multi,1,28,19,6,9,25,0.76,0.68,0.72
SEM_EXT_0083,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0084,Semiconductors,single,1,6,6,0,0,6,1,1,1
SEM_EXT_0085,Semiconductors,single,1,11,9,2,2,11,0.82,0.82,0.82
SEM_EXT_0086,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0087,Semiconductors,single,1,8,5,2,3,7,0.71,0.62,0.66
SEM_EXT_0088,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0089,Semiconductors,single,1,8,5,2,3,7,0.71,0.62,0.66
SEM_EXT_0090,Semiconductors,single,1,9,7,2,2,9,0.78,0.78,0.78
SEM_EXT_0091,Semiconductors,single,1,12,7,3,5,10,0.7,0.58,0.63
SEM_EXT_0092,Semiconductors,single,1,9,6,3,3,9,0.67,0.67,0.67
SEM_EXT_0093,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0094,Semiconductors,multi,1,19,12,5,7,17,0.71,0.63,0.67
SEM_EXT_0095,Semiconductors,single,1,10,6,3,4,9,0.67,0.6,0.63
SEM_EXT_0096,Semiconductors,single,1,11,7,4,4,11,0.64,0.64,0.64
SEM_EXT_0097,Semiconductors,multi,1,25,19,4,6,23,0.83,0.76,0.79
SEM_EXT_0098,Semiconductors,single,1,10,6,2,4,8,0.75,0.6,0.67
SEM_EXT_0099,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0100,Semiconductors,single,1,13,9,3,4,12,0.75,0.69,0.72
SEM_EXT_0101,Semiconductors,single,1,7,5,0,2,5,1,0.71,0.83
SEM_EXT_0102,Semiconductors,single,1,8,5,2,3,7,0.71,0.62,0.66
SEM_EXT_0103,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0104,Semiconductors,single,1,7,5,0,2,5,1,0.71,0.83
SEM_EXT_0105,Semiconductors,single,1,10,8,1,2,9,0.89,0.8,0.84
SEM_EXT_0106,Semiconductors,single,1,9,5,2,4,7,0.71,0.56,0.63
SEM_EXT_0107,Semiconductors,single,1,6,5,0,1,5,1,0.83,0.91
SEM_EXT_0108,Semiconductors,single,1,12,9,2,3,11,0.82,0.75,0.78
SEM_EXT_0109,Semiconductors,single,1,10,7,3,3,10,0.7,0.7,0.7
SEM_EXT_0110,Semiconductors,single,1,11,9,2,2,11,0.82,0.82,0.82
SEM_EXT_0111,Semiconductors,single,1,12,8,3,4,11,0.73,0.67,0.7
SEM_EXT_0112,Semiconductors,multi,1,28,22,4,6,26,0.85,0.79,0.82
SEM_EXT_0113,Semiconductors,single,1,9,6,1,3,7,0.86,0.67,0.75
SEM_EXT_0114,Semiconductors,single,1,12,9,2,3,11,0.82,0.75,0.78
SEM_EXT_0115,Semiconductors,multi,1,28,0,3,28,3,0,0,0
SEM_EXT_0116,Semiconductors,single,1,11,9,1,2,10,0.9,0.82,0.86
SEM_EXT_0117,Semiconductors,single,1,10,7,2,3,9,0.78,0.7,0.74
SEM_EXT_0118,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0119,Semiconductors,single,1,12,10,2,2,12,0.83,0.83,0.83
SEM_EXT_0120,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0121,Semiconductors,single,1,11,8,4,3,12,0.67,0.73,0.7
SEM_EXT_0122,Semiconductors,single,1,10,6,3,4,9,0.67,0.6,0.63
SEM_EXT_0123,Semiconductors,single,1,6,6,0,0,6,1,1,1
SEM_EXT_0124,Semiconductors,multi,1,26,18,5,8,23,0.78,0.69,0.73
SEM_EXT_0125,Semiconductors,single,1,12,10,2,2,12,0.83,0.83,0.83
